Feature,Importance,Is_Composite
Volume_Shift,0.2220444324571996,False
Body_To_Range_Ratio,0.20226051762767344,False
DIA_Beta_60,0.18088460331081876,False
Price_Tick,0.14405363434675822,False
Shadow_Balance,0.06885353909648931,False
DIA_Corr_20,0.06584620349881799,False
Rolling_Std_10,0.03513105908345713,False
Dynamic_Support,0.030951314955039617,False
Body_Size_MA5,0.024892287971106274,False
Volume_Profile,0.020771727822309394,False
